46.236794,110.471039,52.317623,150.139328,67.529175,193.054962,95.679131,220.389069,140.341766,230.968948,182.754807,216.209152,207.579178,181.966461,215.225433,140.158966,216.087082,98.336044,57.992355,98.012238,81.851677,81.774986,114.677055,81.759239,137.757965,79.849953,171.102127,70.502998,198.402267,83.752243,129.124298,100.492615,132.024109,142.388229,118.810318,151.068069,134.264603,154.363998,146.831924,150.993118,78.737000,110.588287,84.683937,101.706764,97.489967,102.775574,106.274529,109.815926,99.547798,112.652100,86.773827,111.032288,152.791641,104.616959,161.120178,94.045593,168.972000,93.135658,178.572113,99.657104,172.047073,103.516563,163.101379,104.530632,108.263290,182.727783,119.212982,173.781647,127.190506,168.467453,135.004272,171.740097,143.124817,168.121246,151.135529,170.389236,165.076767,176.567703,151.758774,180.523666,144.532471,185.200684,136.634933,185.613358,130.090118,185.754471,120.522064,182.532486
56.817314,114.819328,55.751892,149.814743,67.151337,191.457092,91.591248,222.296829,131.601990,233.159027,167.690811,223.411682,195.028854,189.355743,202.248825,153.370392,207.585342,113.257637,65.111542,94.302582,89.281532,77.950172,121.934608,87.344475,149.581100,84.799782,177.149246,76.877907,199.371078,91.348671,133.968536,102.005142,135.640518,146.543915,115.258667,151.877441,136.111526,158.059555,149.497498,150.868744,80.692245,104.066513,90.138412,101.401085,102.335594,98.238670,109.486900,106.651901,103.145912,109.727158,91.974747,106.851883,151.835770,107.784058,167.841934,100.062790,174.215775,99.744576,181.457214,104.596893,173.989899,108.116951,165.514160,109.023254,93.066147,172.620789,106.101212,166.411682,122.537880,167.173187,133.956696,167.180511,145.587784,167.907928,159.656296,168.385574,171.674667,171.624374,158.334869,185.700226,145.336334,192.036652,130.528427,195.277039,122.034683,195.644608,107.929771,184.597641
49.490715,108.417747,48.732910,148.645187,61.890999,191.682968,94.200920,225.225128,131.041031,232.172913,160.821350,216.527924,179.227646,178.850113,186.128067,146.664902,190.137100,111.784332,71.130150,97.671021,93.790115,83.330040,124.473732,90.051865,147.838974,89.703255,168.742935,82.047989,185.828064,96.271492,134.029816,102.269020,138.884735,147.502701,115.547562,149.778366,135.825943,155.633347,151.096909,148.216843,84.554230,105.630524,92.899635,103.214302,104.234314,98.861702,108.722740,104.098831,104.081093,108.934563,93.042763,105.743729,149.013306,105.777008,161.175323,99.486282,165.435211,100.378220,170.381561,101.140533,167.624710,106.676674,157.181763,106.911469,91.687378,169.381332,107.663841,164.169632,124.441147,166.294174,135.033539,167.027832,144.502243,164.746277,157.539062,164.939362,163.715561,166.102921,154.428558,182.428665,144.781067,187.104782,131.817825,191.471222,125.277695,191.165268,108.066406,183.402267
55.363388,134.498718,75.815712,174.254364,102.667229,201.091507,138.532806,218.643005,180.837357,213.971085,198.603134,185.103821,202.285202,149.305328,193.933823,111.541771,177.709885,79.072266,68.396881,123.882484,84.761810,99.197861,116.421043,97.291695,130.002686,85.282204,149.870468,64.375237,169.081787,65.755547,130.853760,96.828873,149.833527,135.515671,134.814819,149.921234,154.730255,148.242462,165.261017,132.924454,82.630905,124.252640,89.192558,118.001793,96.852921,110.436684,105.534088,110.797050,102.476311,114.739746,92.708580,119.976845,142.825134,90.828300,148.141251,84.017059,155.352081,80.760910,164.298111,80.792580,158.590988,87.337761,150.756104,89.390579,131.426071,178.980042,142.878769,171.706100,149.262589,165.619904,157.579651,162.509613,167.443954,158.048706,174.140472,154.119370,181.771622,151.797745,179.975037,164.329834,174.770859,171.959473,165.522766,174.412262,160.365646,177.646790,147.498779,178.824646
36.516956,111.882164,34.114079,151.365051,49.218830,195.898651,82.426178,222.870544,130.844742,235.584167,160.400345,217.786255,182.632339,183.275253,190.469284,150.140427,191.724258,116.277977,61.422241,97.361534,89.652298,77.014320,129.141373,87.291069,148.716171,83.723732,174.672562,72.638672,192.181335,88.437706,139.980621,102.356239,147.169174,152.713547,120.707581,155.612000,142.530106,164.064453,155.607376,155.905685,80.584740,105.448196,89.726463,102.144737,102.054169,99.879166,108.287895,105.868477,103.046982,108.268166,91.119545,108.784546,152.316086,107.387711,167.040253,98.826210,173.760574,100.742699,180.571350,105.589935,175.152634,109.594933,164.112701,108.137100,95.750565,174.361755,113.723732,173.058884,128.505905,173.636017,137.275452,172.622253,144.428268,172.518463,154.697540,175.206436,163.123642,172.305130,153.328156,189.068344,142.414948,189.967453,134.401550,193.666443,128.100403,193.190475,114.010323,183.218155
55.205109,105.851921,55.623104,143.678757,63.362320,185.067093,84.475922,217.056793,124.147972,232.804947,164.900864,221.180740,197.954910,189.464447,208.499222,150.358749,216.226028,107.362244,60.105217,82.701630,85.848198,71.233391,113.883484,81.028938,143.174118,80.712364,173.615265,70.702507,200.928955,82.786285,126.381638,99.835915,123.667458,151.629837,110.344963,158.590622,126.000458,165.633011,138.707275,158.409180,77.391991,103.161865,83.080902,97.154823,97.548431,96.941139,107.466911,105.488457,97.199913,109.971840,85.709007,108.227493,150.182816,107.015350,163.683563,98.984421,173.760742,98.016006,181.811035,105.162796,173.315811,110.624207,163.266006,110.716507,93.328323,182.747177,104.255882,178.657959,116.397408,178.385086,123.666855,178.308487,134.145584,177.509781,144.404968,181.283722,157.948578,183.459763,143.843277,191.175415,133.030762,194.478302,122.566063,196.887604,115.432678,196.632385,105.401512,189.617889
41.124733,141.896973,68.060127,174.534439,103.046555,206.455383,134.217834,222.000519,180.661942,220.981918,204.528091,191.931702,221.465286,143.316986,215.905136,99.645515,201.294861,50.464764,43.884880,130.400177,69.523415,111.117058,106.137741,107.454620,130.204208,88.323738,152.756622,57.628124,185.749481,48.756527,122.441170,110.476357,145.115707,164.906326,129.360962,172.717682,152.983658,174.220779,167.069763,150.316971,67.912735,136.065613,75.268211,128.833603,87.620377,122.771873,99.263885,124.948227,92.477745,132.281570,82.696053,137.454346,146.840546,101.663239,151.007782,86.253319,159.983841,78.885925,171.323380,73.037277,170.559875,88.646614,161.295197,95.333313,119.745453,195.410660,135.693741,191.166626,149.396515,186.232086,158.078857,184.457977,170.150177,179.919830,182.702332,171.878433,194.123703,155.852493,186.329178,175.664505,178.290039,184.640915,166.403168,196.629395,160.672836,202.557785,141.845505,196.559677
60.386242,126.027748,60.189014,161.093658,73.440819,194.226715,94.044426,225.012192,132.581039,229.958267,169.233307,220.700790,193.560577,185.714264,202.955887,149.170746,200.597702,110.760803,68.706772,102.759483,87.197945,84.688698,118.647659,89.470207,138.136307,84.906052,163.592560,71.945671,188.661682,92.930138,126.367233,103.791389,123.590004,148.442703,104.933037,154.276672,128.751083,162.548187,147.574005,151.479080,80.962242,110.829330,84.683540,105.300087,97.268929,104.138313,106.488876,105.766235,98.512924,110.233307,89.718330,109.787178,145.662750,103.295776,158.562897,98.262512,166.167328,96.766327,172.568146,102.055115,165.503647,105.740486,156.609436,104.283127,95.245659,175.814407,107.782883,174.246063,119.170761,173.596802,128.529556,172.508881,138.678116,172.230896,151.130463,173.206177,164.096390,171.064301,153.156326,184.123154,138.931793,185.852081,129.253494,189.771454,119.921600,188.544189,110.070679,182.091644
26.353464,146.921906,44.441517,184.840866,78.141357,216.649750,120.320885,226.205673,168.633438,219.854797,192.930634,195.464706,201.296097,158.183014,194.425262,125.143967,181.818588,88.564751,50.614616,108.713211,76.350861,81.743294,111.376343,74.214500,134.319153,68.038689,156.812592,53.328445,174.996124,59.409382,128.759979,89.722206,147.647507,134.761368,136.916580,150.276947,150.641602,149.961533,160.484207,139.534195,78.717346,117.568146,83.292000,112.235306,97.141373,105.842430,105.260109,108.010101,99.195717,114.909180,89.442978,117.061356,146.592529,93.879295,157.194855,88.496902,164.556046,82.430588,171.924179,87.973618,165.336655,92.123131,156.634689,95.358856,126.184860,184.707855,138.199371,172.199524,147.278885,165.679962,152.407990,164.642410,159.782913,162.928604,167.215546,165.278152,176.230179,168.633743,174.533127,175.364487,168.324371,179.181152,161.093109,183.188309,155.380493,185.180573,144.073059,185.729919
55.476505,91.626137,52.851482,135.727142,56.035141,178.802124,76.140297,214.548157,113.779549,230.901138,152.135406,220.601822,184.390076,190.456192,199.935867,149.813187,206.972092,110.792458,58.998440,86.181396,86.930794,78.223358,120.363670,87.458366,143.742691,90.832222,173.393158,84.920578,200.701904,92.881531,130.728989,100.798866,124.565262,157.604065,108.371643,160.345001,126.120300,167.899796,138.958267,161.695755,78.021423,98.871323,84.249733,93.974380,97.919250,92.918617,104.551003,101.514305,97.892464,105.646400,85.140350,104.467850,152.300980,105.696960,164.912109,100.090973,174.584198,101.933357,182.344391,107.931549,172.280609,112.547447,162.924637,110.658524,92.976578,184.328644,104.053421,185.475647,116.076096,184.534302,121.643105,186.516571,132.200821,184.289978,139.097351,188.903763,151.134720,191.080017,137.954025,193.746994,128.043259,194.033157,120.587967,196.630157,114.687202,195.213028,105.598129,188.646164
24.511229,89.989922,24.415573,142.529846,42.038216,189.581985,79.052147,216.710495,125.606781,228.243362,153.577530,208.251663,176.702194,178.839844,190.688721,143.113754,191.617218,111.438217,60.601467,84.556168,95.276100,73.002182,131.501389,85.002922,151.260666,84.473267,177.923065,77.561752,192.465820,86.519997,141.856506,102.106812,148.988876,149.674622,122.482445,157.643524,140.437485,164.883865,155.969116,157.327698,80.814102,102.112411,89.964554,96.395927,103.755569,97.110764,112.282280,105.268051,100.265549,108.386612,92.213470,107.546432,153.281235,106.020737,163.883774,97.584946,171.567322,98.125290,178.174896,106.655731,172.943680,110.373543,162.140625,108.331566,99.863869,182.896790,118.489761,181.661194,130.721771,179.059143,135.290665,179.798981,143.370346,178.089661,148.744461,182.417923,153.559647,184.287323,144.624680,185.742752,140.045929,189.642288,135.557129,191.177155,129.875824,191.234024,115.992104,185.317139
